id,marca_temporal,anios_experiencia,anios_trabajo_hospital,cargo,sala,interacciones_mes,pregunta,respuesta,respuesta_num
21,25/6/2026 10:33:32,1,1,Becado/a,Sala J,3,q_buena_comunicacion,Muy de acuerdo,5
21,25/6/2026 10:33:32,1,1,Becado/a,Sala J,3,q_continuidad_cuidados,Muy de acuerdo,5
21,25/6/2026 10:33:32,1,1,Becado/a,Sala J,3,q_mejora_calidad_atencion,Muy de acuerdo,5
21,25/6/2026 10:33:32,1,1,Becado/a,Sala J,3,q_apoyo_manejo_pacientes,Muy de acuerdo,5
21,25/6/2026 10:33:32,1,1,Becado/a,Sala J,3,q_perspectiva_biopsicosocial,Muy de acuerdo,5
21,25/6/2026 10:33:32,1,1,Becado/a,Sala J,3,q_reduce_carga_trabajo,Muy de acuerdo,5
21,25/6/2026 10:33:32,1,1,Becado/a,Sala J,3,q_disminuye_conflictos,Muy de acuerdo,5
21,25/6/2026 10:33:32,1,1,Becado/a,Sala J,3,q_satisfaccion_general,Muy de acuerdo,5
21,25/6/2026 10:33:32,1,1,Becado/a,Sala J,3,q_mantener_extender_modelo,Muy de acuerdo,5
23,2/7/2026 7:06:04,22,15,Staff,Sala L,8,q_responde_oportuno,Muy de acuerdo,5
23,2/7/2026 7:06:04,22,15,Staff,Sala L,8,q_facil_contactar,Muy de acuerdo,5
23,2/7/2026 7:06:04,22,15,Staff,Sala L,8,q_recomendaciones_claras,Muy de acuerdo,5
23,2/7/2026 7:06:04,22,15,Staff,Sala L,8,q_buena_comunicacion,Muy de acuerdo,5
23,2/7/2026 7:06:04,22,15,Staff,Sala L,8,q_continuidad_cuidados,Muy de acuerdo,5
23,2/7/2026 7:06:04,22,15,Staff,Sala L,8,q_mejora_calidad_atencion,Muy de acuerdo,5
23,2/7/2026 7:06:04,22,15,Staff,Sala L,8,q_apoyo_manejo_pacientes,Muy de acuerdo,5
23,2/7/2026 7:06:04,22,15,Staff,Sala L,8,q_perspectiva_biopsicosocial,De acuerdo,4
23,2/7/2026 7:06:04,22,15,Staff,Sala L,8,q_reduce_carga_trabajo,Ni deacuerdo ni en desacuerdo,3
23,2/7/2026 7:06:04,22,15,Staff,Sala L,8,q_disminuye_conflictos,Muy de acuerdo,5
23,2/7/2026 7:06:04,22,15,Staff,Sala L,8,q_satisfaccion_general,Muy de acuerdo,5
23,2/7/2026 7:06:04,22,15,Staff,Sala L,8,q_mantener_extender_modelo,Muy de acuerdo,5
25,3/7/2026 10:37:11,5,0,Becado/a,Sala J,1,q_responde_oportuno,Muy de acuerdo,5
25,3/7/2026 10:37:11,5,0,Becado/a,Sala J,1,q_facil_contactar,Muy de acuerdo,5
25,3/7/2026 10:37:11,5,0,Becado/a,Sala J,1,q_recomendaciones_claras,Muy de acuerdo,5
25,3/7/2026 10:37:11,5,0,Becado/a,Sala J,1,q_buena_comunicacion,Muy de acuerdo,5
25,3/7/2026 10:37:11,5,0,Becado/a,Sala J,1,q_continuidad_cuidados,Ni deacuerdo ni en desacuerdo,3
25,3/7/2026 10:37:11,5,0,Becado/a,Sala J,1,q_mejora_calidad_atencion,Muy de acuerdo,5
25,3/7/2026 10:37:11,5,0,Becado/a,Sala J,1,q_apoyo_manejo_pacientes,Muy de acuerdo,5
25,3/7/2026 10:37:11,5,0,Becado/a,Sala J,1,q_perspectiva_biopsicosocial,Muy de acuerdo,5
25,3/7/2026 10:37:11,5,0,Becado/a,Sala J,1,q_reduce_carga_trabajo,Muy de acuerdo,5
25,3/7/2026 10:37:11,5,0,Becado/a,Sala J,1,q_disminuye_conflictos,Ni deacuerdo ni en desacuerdo,3
25,3/7/2026 10:37:11,5,0,Becado/a,Sala J,1,q_satisfaccion_general,Muy de acuerdo,5
25,3/7/2026 10:37:11,5,0,Becado/a,Sala J,1,q_mantener_extender_modelo,Muy de acuerdo,5
26,4/7/2026 2:13:45,5 años,3 meses,Becado/a,Medico quirurgico cardiológico,1,q_responde_oportuno,De acuerdo,4
26,4/7/2026 2:13:45,5 años,3 meses,Becado/a,Medico quirurgico cardiológico,1,q_facil_contactar,De acuerdo,4
26,4/7/2026 2:13:45,5 años,3 meses,Becado/a,Medico quirurgico cardiológico,1,q_recomendaciones_claras,De acuerdo,4
26,4/7/2026 2:13:45,5 años,3 meses,Becado/a,Medico quirurgico cardiológico,1,q_buena_comunicacion,De acuerdo,4
26,4/7/2026 2:13:45,5 años,3 meses,Becado/a,Medico quirurgico cardiológico,1,q_continuidad_cuidados,De acuerdo,4
26,4/7/2026 2:13:45,5 años,3 meses,Becado/a,Medico quirurgico cardiológico,1,q_mejora_calidad_atencion,De acuerdo,4
26,4/7/2026 2:13:45,5 años,3 meses,Becado/a,Medico quirurgico cardiológico,1,q_apoyo_manejo_pacientes,De acuerdo,4
26,4/7/2026 2:13:45,5 años,3 meses,Becado/a,Medico quirurgico cardiológico,1,q_perspectiva_biopsicosocial,De acuerdo,4
26,4/7/2026 2:13:45,5 años,3 meses,Becado/a,Medico quirurgico cardiológico,1,q_reduce_carga_trabajo,De acuerdo,4
26,4/7/2026 2:13:45,5 años,3 meses,Becado/a,Medico quirurgico cardiológico,1,q_disminuye_conflictos,De acuerdo,4
26,4/7/2026 2:13:45,5 años,3 meses,Becado/a,Medico quirurgico cardiológico,1,q_satisfaccion_general,De acuerdo,4
26,4/7/2026 2:13:45,5 años,3 meses,Becado/a,Medico quirurgico cardiológico,1,q_mantener_extender_modelo,De acuerdo,4
27,7/7/2026 12:12:43,10,6,Staff,Medico quirurgico cardiológico,15,q_responde_oportuno,De acuerdo,4
27,7/7/2026 12:12:43,10,6,Staff,Medico quirurgico cardiológico,15,q_facil_contactar,De acuerdo,4
27,7/7/2026 12:12:43,10,6,Staff,Medico quirurgico cardiológico,15,q_recomendaciones_claras,Ni deacuerdo ni en desacuerdo,3
27,7/7/2026 12:12:43,10,6,Staff,Medico quirurgico cardiológico,15,q_buena_comunicacion,Muy de acuerdo,5
27,7/7/2026 12:12:43,10,6,Staff,Medico quirurgico cardiológico,15,q_continuidad_cuidados,Ni deacuerdo ni en desacuerdo,3
27,7/7/2026 12:12:43,10,6,Staff,Medico quirurgico cardiológico,15,q_mejora_calidad_atencion,Muy de acuerdo,5
27,7/7/2026 12:12:43,10,6,Staff,Medico quirurgico cardiológico,15,q_apoyo_manejo_pacientes,De acuerdo,4
27,7/7/2026 12:12:43,10,6,Staff,Medico quirurgico cardiológico,15,q_perspectiva_biopsicosocial,De acuerdo,4
27,7/7/2026 12:12:43,10,6,Staff,Medico quirurgico cardiológico,15,q_reduce_carga_trabajo,Ni deacuerdo ni en desacuerdo,3
27,7/7/2026 12:12:43,10,6,Staff,Medico quirurgico cardiológico,15,q_disminuye_conflictos,De acuerdo,4
27,7/7/2026 12:12:43,10,6,Staff,Medico quirurgico cardiológico,15,q_satisfaccion_general,Muy de acuerdo,5
27,7/7/2026 12:12:43,10,6,Staff,Medico quirurgico cardiológico,15,q_mantener_extender_modelo,Muy de acuerdo,5
